serialno,sample_geog,age,race,sex,AGEP,SEX,RAC1P
2010001405879,1,35 to 60,white,male,51,1,1
2010001414273,1,35 to 60,white,male,57,1,1
2011000016824,1,35 to 60,white,male,48,1,1
2011000022978,1,35 to 60,white,male,58,1,1
2011000026439,1,35 to 60,white,male,39,1,1
2011000034480,1,35 to 60,white,male,58,1,1
2011000037320,1,35 to 60,white,male,45,1,1
2011000039643,1,35 to 60,white,male,57,1,1
2011000045556,1,35 to 60,white,male,49,1,1
2011000050193,1,35 to 60,white,male,38,1,1
2011000051678,1,35 to 60,white,male,49,1,1
2011000052983,1,35 to 60,white,male,36,1,1
2011000056377,1,35 to 60,white,male,56,1,1
2011000056726,1,35 to 60,white,male,54,1,1
2011000059077,1,35 to 60,white,male,39,1,1
2011000059883,1,35 to 60,white,male,49,1,1
2011000082262,1,35 to 60,white,male,50,1,1
2011000086185,1,35 to 60,white,male,51,1,1
2011000087129,1,35 to 60,white,male,38,1,1
2011000095218,1,35 to 60,white,male,51,1,1
2011000099169,1,35 to 60,white,male,52,1,1
2011000103312,1,35 to 60,white,male,37,1,1
2011000107961,1,35 to 60,white,male,53,1,1
2011000119393,1,35 to 60,white,male,53,1,1
2011000122274,1,35 to 60,white,male,53,1,1
2011000144879,1,35 to 60,white,male,46,1,1
2011000151154,1,35 to 60,white,male,49,1,1
2011000152366,1,35 to 60,white,male,41,1,1
2011000152421,1,35 to 60,white,male,48,1,1
2011000155859,1,35 to 60,white,male,50,1,1
2011000161834,1,35 to 60,white,male,45,1,1
2011000164171,1,35 to 60,white,male,47,1,1
2011000166467,1,35 to 60,white,male,42,1,1
2011000169956,1,35 to 60,white,male,41,1,1
2011000170211,1,35 to 60,white,male,51,1,1
2011000188430,1,35 to 60,white,male,50,1,1
2011000189322,1,35 to 60,white,male,36,1,1
2011000195404,1,35 to 60,white,male,37,1,1
2011000195404,1,35 to 60,white,male,39,1,1
2011000199690,1,35 to 60,white,male,58,1,1
2011000214247,1,35 to 60,white,male,57,1,1
2011000216246,1,35 to 60,white,male,57,1,1
2011000241329,1,35 to 60,white,male,58,1,1
2011000247893,1,35 to 60,white,male,49,1,1
2011000272371,1,35 to 60,white,male,60,1,1
2011000278923,1,35 to 60,white,male,46,1,1
2011000280299,1,35 to 60,white,male,51,1,1
2011000281619,1,35 to 60,white,male,54,1,1
2011000286030,1,35 to 60,white,male,58,1,1
2011000287556,1,35 to 60,white,male,37,1,1
2011000293717,1,35 to 60,white,male,51,1,1
2011000296377,1,35 to 60,white,male,39,1,1
2011000297705,1,35 to 60,white,male,52,1,1
2011000301987,1,35 to 60,white,male,56,1,1
2011000305617,1,35 to 60,white,male,46,1,1
2011000309621,1,35 to 60,white,male,58,1,1
2011000309707,1,35 to 60,white,male,36,1,1
2011000314371,1,35 to 60,white,male,42,1,1
2011000320901,1,35 to 60,white,male,50,1,1
2011000328637,1,35 to 60,white,male,51,1,1
2011000334184,1,35 to 60,white,male,51,1,1
2011000341588,1,35 to 60,white,male,40,1,1
2011000342081,1,35 to 60,white,male,59,1,1
2011000355595,1,35 to 60,white,male,43,1,1
2011000360744,1,35 to 60,white,male,44,1,1
2011000366584,1,35 to 60,white,male,40,1,1
2011000372038,1,35 to 60,white,male,53,1,1
2011000388531,1,35 to 60,white,male,58,1,1
2011000406065,1,35 to 60,white,male,60,1,1
2011000408066,1,35 to 60,white,male,46,1,1
2011000409420,1,35 to 60,white,male,60,1,1
2011000412512,1,35 to 60,white,male,51,1,1
2011000416555,1,35 to 60,white,male,60,1,1
2011000419441,1,35 to 60,white,male,56,1,1
2011000420476,1,35 to 60,white,male,48,1,1
2011000428716,1,35 to 60,white,male,59,1,1
2011000428885,1,35 to 60,white,male,39,1,1
2011000441726,1,35 to 60,white,male,42,1,1
2011000447645,1,35 to 60,white,male,50,1,1
2011000455587,1,35 to 60,white,male,53,1,1
2011000460534,1,35 to 60,white,male,39,1,1
2011000463352,1,35 to 60,white,male,56,1,1
2011000480805,1,35 to 60,white,male,51,1,1
2011000487741,1,35 to 60,white,male,59,1,1
2011000499144,1,35 to 60,white,male,40,1,1
2011000499207,1,35 to 60,white,male,59,1,1
2011000499398,1,35 to 60,white,male,56,1,1
2011000506589,1,35 to 60,white,male,55,1,1
2011000514751,1,35 to 60,white,male,58,1,1
2011000522515,1,35 to 60,white,male,58,1,1
2011000531806,1,35 to 60,white,male,57,1,1
2011000537698,1,35 to 60,white,male,54,1,1
2011000541721,1,35 to 60,white,male,39,1,1
2011000542540,1,35 to 60,white,male,54,1,1
2011000554454,1,35 to 60,white,male,46,1,1
2011000554956,1,35 to 60,white,male,58,1,1
2011000555922,1,35 to 60,white,male,60,1,1
2011000570395,1,35 to 60,white,male,38,1,1
2011000572617,1,35 to 60,white,male,42,1,1
2011000580915,1,35 to 60,white,male,42,1,1
2011000587077,1,35 to 60,white,male,52,1,1
2011000588000,1,35 to 60,white,male,53,1,1
2011000588399,1,35 to 60,white,male,57,1,1
2011000589811,1,35 to 60,white,male,51,1,1
2011000596860,1,35 to 60,white,male,48,1,1
2011000606474,1,35 to 60,white,male,58,1,1
2011000614755,1,35 to 60,white,male,57,1,1
2011000617657,1,35 to 60,white,male,56,1,1
2011000620838,1,35 to 60,white,male,56,1,1
2011000621426,1,35 to 60,white,male,51,1,1
2011000622158,1,35 to 60,white,male,56,1,1
2011000626297,1,35 to 60,white,male,46,1,1
2011000631478,1,35 to 60,white,male,49,1,1
2011000645831,1,35 to 60,white,male,57,1,1
2011000646124,1,35 to 60,white,male,56,1,1
2011000652203,1,35 to 60,white,male,40,1,1
2011000660385,1,35 to 60,white,male,42,1,1
2011000666304,1,35 to 60,white,male,60,1,1
2011000667682,1,35 to 60,white,male,48,1,1
2011000670177,1,35 to 60,white,male,37,1,1
2011000672858,1,35 to 60,white,male,57,1,1
2011000680989,1,35 to 60,white,male,50,1,1
2011000686597,1,35 to 60,white,male,41,1,1
2011000696017,1,35 to 60,white,male,58,1,1
2011000701181,1,35 to 60,white,male,37,1,1
2011000710437,1,35 to 60,white,male,46,1,1
2011000719119,1,35 to 60,white,male,59,1,1
2011000722916,1,35 to 60,white,male,59,1,1
2011000724415,1,35 to 60,white,male,38,1,1
2011000734757,1,35 to 60,white,male,36,1,1
2011000739333,1,35 to 60,white,male,59,1,1
2011000749611,1,35 to 60,white,male,44,1,1
2011000761464,1,35 to 60,white,male,54,1,1
2011000763033,1,35 to 60,white,male,55,1,1
2011000794123,1,35 to 60,white,male,42,1,1
2011000797597,1,35 to 60,white,male,59,1,1
2011000804035,1,35 to 60,white,male,44,1,1
2011000810873,1,35 to 60,white,male,39,1,1
2011000816720,1,35 to 60,white,male,52,1,1
2011000832258,1,35 to 60,white,male,50,1,1
2011000839982,1,35 to 60,white,male,48,1,1
2011000846587,1,35 to 60,white,male,48,1,1
2011000860016,1,35 to 60,white,male,43,1,1
2011000867385,1,35 to 60,white,male,60,1,1
2011000882357,1,35 to 60,white,male,54,1,1
2011000898036,1,35 to 60,white,male,49,1,1
2011000898817,1,35 to 60,white,male,50,1,1
2011000905336,1,35 to 60,white,male,58,1,1
2011000935868,1,35 to 60,white,male,45,1,1
2011000942175,1,35 to 60,white,male,43,1,1
2011000944958,1,35 to 60,white,male,56,1,1
2011000945750,1,35 to 60,white,male,48,1,1
2011000950867,1,35 to 60,white,male,60,1,1
2011000957494,1,35 to 60,white,male,40,1,1
2011000958172,1,35 to 60,white,male,46,1,1
2011000974055,1,35 to 60,white,male,49,1,1
2011000977186,1,35 to 60,white,male,39,1,1
2011000978844,1,35 to 60,white,male,39,1,1
2011000978876,1,35 to 60,white,male,56,1,1
2011000985852,1,35 to 60,white,male,45,1,1
2011000989284,1,35 to 60,white,male,46,1,1
2011001001181,1,35 to 60,white,male,40,1,1
2011001003145,1,35 to 60,white,male,40,1,1
2011001011685,1,35 to 60,white,male,44,1,1
2011001011730,1,35 to 60,white,male,42,1,1
2011001013280,1,35 to 60,white,male,51,1,1
2011001013379,1,35 to 60,white,male,36,1,1
2011001018876,1,35 to 60,white,male,47,1,1
2011001022323,1,35 to 60,white,male,48,1,1
2011001034839,1,35 to 60,white,male,50,1,1
2011001034952,1,35 to 60,white,male,50,1,1
2011001039467,1,35 to 60,white,male,38,1,1
2011001042575,1,35 to 60,white,male,44,1,1
2011001043279,1,35 to 60,white,male,60,1,1
2011001050639,1,35 to 60,white,male,60,1,1
2011001053379,1,35 to 60,white,male,58,1,1
2011001056274,1,35 to 60,white,male,49,1,1
2011001062577,1,35 to 60,white,male,39,1,1
2011001068018,1,35 to 60,white,male,59,1,1
2011001072658,1,35 to 60,white,male,46,1,1
2011001078565,1,35 to 60,white,male,45,1,1
2011001084229,1,35 to 60,white,male,58,1,1
2011001086480,1,35 to 60,white,male,51,1,1
2011001088065,1,35 to 60,white,male,39,1,1
2011001092718,1,35 to 60,white,male,54,1,1
2011001112339,1,35 to 60,white,male,53,1,1
2011001123421,1,35 to 60,white,male,42,1,1
2011001137672,1,35 to 60,white,male,48,1,1
2011001138175,1,35 to 60,white,male,55,1,1
2011001139178,1,35 to 60,white,male,45,1,1
2011001165795,1,35 to 60,white,male,50,1,1
2011001179189,1,35 to 60,white,male,46,1,1
2011001179303,1,35 to 60,white,male,57,1,1
2011001199061,1,35 to 60,white,male,42,1,1
2011001203861,1,35 to 60,white,male,51,1,1
2011001218399,1,35 to 60,white,male,53,1,1
2011001218795,1,35 to 60,white,male,57,1,1
2011001220888,1,35 to 60,white,male,55,1,1
2011001225552,1,35 to 60,white,male,51,1,1
2011001229093,1,35 to 60,white,male,41,1,1
2011001234050,1,35 to 60,white,male,40,1,1
2011001235009,1,35 to 60,white,male,56,1,1
2011001239752,1,35 to 60,white,male,36,1,1
2011001244898,1,35 to 60,white,male,49,1,1
2011001248847,1,35 to 60,white,male,50,1,1
2011001252951,1,35 to 60,white,male,58,1,1
2011001253298,1,35 to 60,white,male,49,1,1
2011001258090,1,35 to 60,white,male,40,1,1
2011001262738,1,35 to 60,white,male,36,1,1
2011001265516,1,35 to 60,white,male,41,1,1
2011001266315,1,35 to 60,white,male,54,1,1
2011001269396,1,35 to 60,white,male,40,1,1
2011001271000,1,35 to 60,white,male,48,1,1
2011001272082,1,35 to 60,white,male,55,1,1
2011001273806,1,35 to 60,white,male,56,1,1
2011001279592,1,35 to 60,white,male,47,1,1
2011001285173,1,35 to 60,white,male,47,1,1
2011001289222,1,35 to 60,white,male,48,1,1
2011001297011,1,35 to 60,white,male,48,1,1
2011001309377,1,35 to 60,white,male,38,1,1
2011001319571,1,35 to 60,white,male,46,1,1
2011001328075,1,35 to 60,white,male,50,1,1
2011001335786,1,35 to 60,white,male,38,1,1
2011001354430,1,35 to 60,white,male,50,1,1
2011001372901,1,35 to 60,white,male,55,1,1
2011001387508,1,35 to 60,white,male,39,1,1
2011001400159,1,35 to 60,white,male,42,1,1
2011001406831,1,35 to 60,white,male,53,1,1
2011001427367,1,35 to 60,white,male,42,1,1
2011001431110,1,35 to 60,white,male,54,1,1
2011001436209,1,35 to 60,white,male,56,1,1
2011001439583,1,35 to 60,white,male,43,1,1
2011001448702,1,35 to 60,white,male,44,1,1
2011001451094,1,35 to 60,white,male,60,1,1
2011001478644,1,35 to 60,white,male,60,1,1
2011001492076,1,35 to 60,white,male,55,1,1
2011001493062,1,35 to 60,white,male,57,1,1
2012000017289,1,35 to 60,white,female,55,2,1
2012000024239,1,35 to 60,white,female,54,2,1
2012000042994,1,35 to 60,white,female,53,2,1
2012000057076,1,35 to 60,white,female,51,2,1
2012000066871,1,35 to 60,white,female,40,2,1
2012000072266,1,35 to 60,white,female,45,2,1
2012000075100,1,35 to 60,white,female,57,2,1
2012000077790,1,35 to 60,white,female,51,2,1
2012000080746,1,35 to 60,white,female,55,2,1
2012000085560,1,35 to 60,white,female,37,2,1
2012000089610,1,35 to 60,white,female,59,2,1
2012000094441,1,35 to 60,white,female,48,2,1
2012000098855,1,35 to 60,white,female,48,2,1
2012000108679,1,35 to 60,white,female,40,2,1
2012000122414,1,35 to 60,white,female,52,2,1
2012000135478,1,35 to 60,white,female,52,2,1
2012000136005,1,35 to 60,white,female,36,2,1
2012000139367,1,35 to 60,white,female,53,2,1
2012000152605,1,35 to 60,white,female,36,2,1
2012000163423,1,35 to 60,white,female,44,2,1
2012000170065,1,35 to 60,white,female,40,2,1
2012000175548,1,35 to 60,white,female,48,2,1
2012000177248,1,35 to 60,white,female,51,2,1
2012000189231,1,35 to 60,white,female,37,2,1
2012000192937,1,35 to 60,white,female,60,2,1
2012000195272,1,35 to 60,white,female,36,2,1
2012000203756,1,35 to 60,white,female,50,2,1
2012000209784,1,35 to 60,white,female,53,2,1
2012000218672,1,35 to 60,white,female,54,2,1
2012000225461,1,35 to 60,white,female,50,2,1
2012000226883,1,35 to 60,white,female,51,2,1
2012000230064,1,35 to 60,white,female,48,2,1
2012000231936,1,35 to 60,white,female,58,2,1
2012000247534,1,35 to 60,white,female,49,2,1
2012000263251,1,35 to 60,white,female,40,2,1
2012000276357,1,35 to 60,white,female,49,2,1
2012000285548,1,35 to 60,white,female,44,2,1
2012000295308,1,35 to 60,white,female,53,2,1
2012000314576,1,35 to 60,white,female,45,2,1
2012000320501,1,35 to 60,white,female,58,2,1
2012000333651,1,35 to 60,white,female,50,2,1
2012000345130,1,35 to 60,white,female,57,2,1
2012000367631,1,35 to 60,white,female,38,2,1
2012000369636,1,35 to 60,white,female,36,2,1
2012000373532,1,35 to 60,white,female,51,2,1
2012000373532,1,35 to 60,white,female,55,2,1
2012000378439,1,35 to 60,white,female,43,2,1
2012000379360,1,35 to 60,white,female,50,2,1
2012000384959,1,35 to 60,white,female,58,2,1
2012000393217,1,35 to 60,white,female,49,2,1
2012000395438,1,35 to 60,white,female,59,2,1
2012000406858,1,35 to 60,white,female,49,2,1
2012000411656,1,35 to 60,white,female,48,2,1
2012000426344,1,35 to 60,white,female,59,2,1
2012000428248,1,35 to 60,white,female,60,2,1
2012000432435,1,35 to 60,white,female,60,2,1
2012000437422,1,35 to 60,white,female,56,2,1
2012000462917,1,35 to 60,white,female,52,2,1
2012000465025,1,35 to 60,white,female,50,2,1
2012000470610,1,35 to 60,white,female,58,2,1
2012000472638,1,35 to 60,white,female,57,2,1
2012000492270,1,35 to 60,white,female,40,2,1
2012000494971,1,35 to 60,white,female,51,2,1
2012000496330,1,35 to 60,white,female,37,2,1
2012000506397,1,35 to 60,white,female,46,2,1
2012000528095,1,35 to 60,white,female,59,2,1
2012000540036,1,35 to 60,white,female,36,2,1
2012000543772,1,35 to 60,white,female,44,2,1
2012000549959,1,35 to 60,white,female,49,2,1
2012000556813,1,35 to 60,white,female,49,2,1
2012000573528,1,35 to 60,white,female,58,2,1
2012000576394,1,35 to 60,white,female,57,2,1
2012000583327,1,35 to 60,white,female,52,2,1
2012000586178,1,35 to 60,white,female,49,2,1
2012000615007,1,35 to 60,white,female,49,2,1
2012000624361,1,35 to 60,white,female,44,2,1
2012000628732,1,35 to 60,white,female,49,2,1
2012000635484,1,35 to 60,white,female,58,2,1
2012000637418,1,35 to 60,white,female,38,2,1
2012000639666,1,35 to 60,white,female,60,2,1
2012000642871,1,35 to 60,white,female,39,2,1
2012000643802,1,35 to 60,white,female,59,2,1
2012000645471,1,35 to 60,white,female,45,2,1
2012000652390,1,35 to 60,white,female,55,2,1
2012000665119,1,35 to 60,white,female,57,2,1
2012000670130,1,35 to 60,white,female,44,2,1
2012000674210,1,35 to 60,white,female,40,2,1
2012000688327,1,35 to 60,white,female,51,2,1
2012000688446,1,35 to 60,white,female,54,2,1
2012000693999,1,35 to 60,white,female,46,2,1
2012000695503,1,35 to 60,white,female,42,2,1
2012000697704,1,35 to 60,white,female,54,2,1
2012000698977,1,35 to 60,white,female,55,2,1
2012000709482,1,35 to 60,white,female,56,2,1
2012000710038,1,35 to 60,white,female,46,2,1
2012000715008,1,35 to 60,white,female,42,2,1
2012000719259,1,35 to 60,white,female,59,2,1
2012000721243,1,35 to 60,white,female,43,2,1
2012000731177,1,35 to 60,white,female,52,2,1
2012000756596,1,35 to 60,white,female,42,2,1
2012000764412,1,35 to 60,white,female,47,2,1
2012000770278,1,35 to 60,white,female,50,2,1
2012000777626,1,35 to 60,white,female,56,2,1
2012000779211,1,35 to 60,white,female,48,2,1
2012000783650,1,35 to 60,white,female,43,2,1
2012000787097,1,35 to 60,white,female,37,2,1
2012000802171,1,35 to 60,white,female,41,2,1
2012000803931,1,35 to 60,white,female,49,2,1
2012000804756,1,35 to 60,white,female,51,2,1
2012000818612,1,35 to 60,white,female,48,2,1
2012000827008,1,35 to 60,white,female,43,2,1
2012000833471,1,35 to 60,white,female,42,2,1
2012000835599,1,35 to 60,white,female,56,2,1
2012000848577,1,35 to 60,white,female,58,2,1
2012000851309,1,35 to 60,white,female,57,2,1
2012000851610,1,35 to 60,white,female,48,2,1
2012000855037,1,35 to 60,white,female,40,2,1
2012000855748,1,35 to 60,white,female,50,2,1
2012000862386,1,35 to 60,white,female,49,2,1
2012000888965,1,35 to 60,white,female,60,2,1
2012000891550,1,35 to 60,white,female,58,2,1
2012000900106,1,35 to 60,white,female,42,2,1
2012000908771,1,35 to 60,white,female,60,2,1
2012000916618,1,35 to 60,white,female,50,2,1
2012000931816,1,35 to 60,white,female,43,2,1
2012000935929,1,35 to 60,white,female,40,2,1
2012000970167,1,35 to 60,white,female,42,2,1
2012000973249,1,35 to 60,white,female,45,2,1
2012000974144,1,35 to 60,white,female,48,2,1
2012000976791,1,35 to 60,white,female,57,2,1
2012000977896,1,35 to 60,white,female,57,2,1
2012000984911,1,35 to 60,white,female,41,2,1
2012000987575,1,35 to 60,white,female,59,2,1
2012000988040,1,35 to 60,white,female,48,2,1
2012000988768,1,35 to 60,white,female,49,2,1
2012000998112,1,35 to 60,white,female,56,2,1
2012000999624,1,35 to 60,white,female,45,2,1
2012001013207,1,35 to 60,white,female,46,2,1
2012001020305,1,35 to 60,white,female,56,2,1
2012001051980,1,35 to 60,white,female,50,2,1
2012001110613,1,35 to 60,white,female,49,2,1
2012001112236,1,35 to 60,white,female,52,2,1
2012001118272,1,35 to 60,white,female,58,2,1
2012001119688,1,35 to 60,white,female,49,2,1
2012001122966,1,35 to 60,white,female,56,2,1
2012001126858,1,35 to 60,white,female,56,2,1
2012001171694,1,35 to 60,white,female,51,2,1
2012001178650,1,35 to 60,white,female,48,2,1
2012001179620,1,35 to 60,white,female,44,2,1
2012001187133,1,35 to 60,white,female,54,2,1
2012001196715,1,35 to 60,white,female,45,2,1
2012001197248,1,35 to 60,white,female,52,2,1
2012001200886,1,35 to 60,white,female,55,2,1
2012001209088,1,35 to 60,white,female,43,2,1
2012001210058,1,35 to 60,white,female,51,2,1
2012001214821,1,35 to 60,white,female,54,2,1
2012001220114,1,35 to 60,white,female,43,2,1
2012001228365,1,35 to 60,white,female,49,2,1
2012001246150,1,35 to 60,white,female,48,2,1
2012001248951,1,35 to 60,white,female,54,2,1
2012001265450,1,35 to 60,white,female,39,2,1
2012001275274,1,35 to 60,white,female,51,2,1
2012001289165,1,35 to 60,white,female,43,2,1
2012001301966,1,35 to 60,white,female,40,2,1
2012001316482,1,35 to 60,white,female,50,2,1
2012001321648,1,35 to 60,white,female,59,2,1
2012001331745,1,35 to 60,white,female,53,2,1
2012001335427,1,35 to 60,white,female,47,2,1
2012001341459,1,35 to 60,white,female,36,2,1
2012001346205,1,35 to 60,white,female,49,2,1
2012001351630,1,35 to 60,white,female,55,2,1
2012001355962,1,35 to 60,white,female,52,2,1
2012001401284,1,35 to 60,white,female,58,2,1
2012001402550,1,35 to 60,white,female,59,2,1
2012001408600,1,35 to 60,white,female,52,2,1
2012001430978,1,35 to 60,white,female,57,2,1
2012001436937,1,35 to 60,white,female,51,2,1
2012001455800,1,35 to 60,white,female,52,2,1
2012001475377,1,35 to 60,white,female,60,2,1
2012001480092,1,35 to 60,white,female,52,2,1
2012001486615,1,35 to 60,white,female,50,2,1
2012001489463,1,35 to 60,white,female,37,2,1
2013000008631,1,35 to 60,white,female,60,2,1
2013000014771,1,35 to 60,white,female,48,2,1
2013000015247,1,35 to 60,white,female,47,2,1
2013000016589,1,35 to 60,white,female,45,2,1
2013000020772,1,35 to 60,white,female,51,2,1
2013000021213,1,35 to 60,white,female,42,2,1
2013000039669,1,35 to 60,white,female,48,2,1
2013000042427,1,35 to 60,white,female,49,2,1
2013000063701,1,35 to 60,white,female,60,2,1
2013000112150,1,35 to 60,white,female,51,2,1
2013000112252,1,35 to 60,white,female,38,2,1
2013000119844,1,35 to 60,white,female,50,2,1
2013000123726,1,35 to 60,white,female,54,2,1
2013000132206,1,35 to 60,white,female,57,2,1
2013000132233,1,35 to 60,white,female,36,2,1
2013000132369,1,35 to 60,white,female,46,2,1
2013000138064,1,35 to 60,white,female,59,2,1
2013000145004,1,35 to 60,white,female,58,2,1
2013000145004,1,35 to 60,white,female,38,2,1
2013000147582,1,35 to 60,white,female,45,2,1
2013000168065,1,35 to 60,white,female,56,2,1
2013000169277,1,35 to 60,white,female,47,2,1
2013000170151,1,35 to 60,white,female,59,2,1
2013000173035,1,35 to 60,white,female,46,2,1
2013000174379,1,35 to 60,white,female,60,2,1
2013000180350,1,35 to 60,white,female,47,2,1
2013000181552,1,35 to 60,white,female,54,2,1
2013000205312,1,35 to 60,white,female,45,2,1
2013000206394,1,35 to 60,white,female,51,2,1
2013000226969,1,35 to 60,white,female,39,2,1
2013000235811,1,35 to 60,white,female,37,2,1
2013000243949,1,35 to 60,white,female,46,2,1
2013000254257,1,35 to 60,white,female,56,2,1
2013000268903,1,35 to 60,white,female,53,2,1
2013000269836,1,35 to 60,white,female,59,2,1
2013000278987,1,35 to 60,white,female,38,2,1
2013000280089,1,35 to 60,white,female,50,2,1
2013000287707,1,35 to 60,white,female,46,2,1
2013000295245,1,35 to 60,white,female,55,2,1
2013000317381,1,35 to 60,white,female,36,2,1
2013000318243,1,35 to 60,white,female,60,2,1
2013000319522,1,35 to 60,white,female,46,2,1
2013000328723,1,35 to 60,white,female,59,2,1
2013000340597,1,35 to 60,white,female,48,2,1
2013000364572,1,35 to 60,white,female,55,2,1
2013000381404,1,35 to 60,white,female,50,2,1
2013000385445,1,35 to 60,white,female,57,2,1
2013000397059,1,35 to 60,white,female,51,2,1
2013000409290,1,35 to 60,white,female,49,2,1
2013000422677,1,35 to 60,white,female,58,2,1
2013000428756,1,35 to 60,white,female,41,2,1
2013000436043,1,35 to 60,white,female,59,2,1
2013000440617,1,35 to 60,white,female,46,2,1
2013000445450,1,35 to 60,white,female,52,2,1
2013000461819,1,35 to 60,white,female,36,2,1
2013000477661,1,35 to 60,white,female,52,2,1
2013000501521,1,35 to 60,white,female,58,2,1
2013000505443,1,35 to 60,white,female,43,2,1
2013000517676,1,35 to 60,white,female,45,2,1
2013000521083,1,35 to 60,white,female,52,2,1
2013000527039,1,35 to 60,white,female,53,2,1
2013000532052,1,35 to 60,white,female,41,2,1
2013000533221,1,35 to 60,white,female,44,2,1
2013000540173,1,35 to 60,white,female,53,2,1
2013000560066,1,35 to 60,white,female,58,2,1
2013000560066,1,35 to 60,white,female,45,2,1
2013000571476,1,35 to 60,white,female,46,2,1
2013000577279,1,35 to 60,white,female,57,2,1
2013000580729,1,35 to 60,white,female,53,2,1
2013000605353,1,35 to 60,white,female,38,2,1
2013000608058,1,35 to 60,white,female,54,2,1
2013000610364,1,35 to 60,white,female,47,2,1
2013000611232,1,35 to 60,white,female,41,2,1
2013000612943,1,35 to 60,white,female,55,2,1
2013000624234,1,35 to 60,white,female,36,2,1
2013000626148,1,35 to 60,white,female,41,2,1
2013000629061,1,35 to 60,white,female,50,2,1
2013000634437,1,35 to 60,white,female,42,2,1
2013000638560,1,35 to 60,white,female,53,2,1
2013000639944,1,35 to 60,white,female,50,2,1
2013000641222,1,35 to 60,white,female,57,2,1
2013000671595,1,35 to 60,white,female,55,2,1
2013000701152,1,35 to 60,white,female,38,2,1
2013000713924,1,35 to 60,white,female,59,2,1
2013000714004,1,35 to 60,white,female,44,2,1
2013000716159,1,35 to 60,white,female,58,2,1
2013000726188,1,35 to 60,white,female,46,2,1
2013000735587,1,35 to 60,white,female,59,2,1
2013000738157,1,35 to 60,white,female,45,2,1
2013000739512,1,35 to 60,white,female,41,2,1
2013000747804,1,35 to 60,white,female,38,2,1
2013000760788,1,35 to 60,white,female,56,2,1
2013000770353,1,35 to 60,white,female,43,2,1
2013000775261,1,35 to 60,white,female,47,2,1
2013000784740,1,35 to 60,white,female,47,2,1
2013000788043,1,35 to 60,white,female,38,2,1
2013000800543,1,35 to 60,white,female,41,2,1
2013000803581,1,35 to 60,white,female,51,2,1
2013000807978,1,35 to 60,white,female,50,2,1
2013000817370,1,35 to 60,white,female,56,2,1
2013000850537,1,35 to 60,white,female,50,2,1
2013000865858,1,35 to 60,white,female,53,2,1
2013000867582,1,35 to 60,white,female,55,2,1
2013000868408,1,35 to 60,white,female,40,2,1
2013000868606,1,35 to 60,white,female,57,2,1
2013000868606,1,35 to 60,white,female,38,2,1
2013000870861,1,35 to 60,white,female,52,2,1
2013000879067,1,35 to 60,white,female,50,2,1
2013000884698,1,35 to 60,white,female,38,2,1
2013000893356,1,35 to 60,white,female,53,2,1
2013000896392,1,35 to 60,white,female,51,2,1
2013000896832,1,35 to 60,white,female,39,2,1
2013000905354,1,35 to 60,white,female,49,2,1
2013000910405,1,35 to 60,white,female,36,2,1
2013000917894,1,35 to 60,white,female,41,2,1
2013000926969,1,35 to 60,white,female,58,2,1
2013000936828,1,35 to 60,white,female,48,2,1
2013000952721,1,35 to 60,white,female,60,2,1
2013000957331,1,35 to 60,white,female,41,2,1
2013000958478,1,35 to 60,white,female,57,2,1
2013000958542,1,35 to 60,white,female,41,2,1
2013000964696,1,35 to 60,white,female,60,2,1
2013000968397,1,35 to 60,white,female,59,2,1
2013000970004,1,35 to 60,white,female,58,2,1
2013000975254,1,35 to 60,white,female,50,2,1
2013000983113,1,35 to 60,white,female,56,2,1
2013000986294,1,35 to 60,white,female,43,2,1
2013000990924,1,35 to 60,white,female,41,2,1
2013001007732,1,35 to 60,white,female,39,2,1
2013001014415,1,35 to 60,white,female,55,2,1
2013001016679,1,35 to 60,white,female,57,2,1
2013001027584,1,35 to 60,white,female,48,2,1
2013001028400,1,35 to 60,white,female,57,2,1
2013001034296,1,35 to 60,white,female,43,2,1
2013001053620,1,35 to 60,white,female,44,2,1
2013001074235,1,35 to 60,white,female,54,2,1
2013001081264,1,35 to 60,white,female,48,2,1
2013001089842,1,35 to 60,white,female,60,2,1
2013001091360,1,35 to 60,white,female,49,2,1
2013001123008,1,35 to 60,white,female,42,2,1
2013001131225,1,35 to 60,white,female,47,2,1
2013001131925,1,35 to 60,white,female,50,2,1
2013001131963,1,35 to 60,white,female,49,2,1
2013001153415,1,35 to 60,white,female,56,2,1
2013001157638,1,35 to 60,white,female,37,2,1
2013001175726,1,35 to 60,white,female,50,2,1
2013001177451,1,35 to 60,white,female,59,2,1
2013001180110,1,35 to 60,white,female,54,2,1
2013001181609,1,35 to 60,white,female,50,2,1
2013001185076,1,35 to 60,white,female,57,2,1
2013001186216,1,35 to 60,white,female,48,2,1
2013001189246,1,35 to 60,white,female,57,2,1
2013001200176,1,35 to 60,white,female,47,2,1
2013001202657,1,35 to 60,white,female,40,2,1
2013001213658,1,35 to 60,white,female,56,2,1
2013001214350,1,35 to 60,white,female,53,2,1
2013001217469,1,35 to 60,white,female,60,2,1
2013001222530,1,35 to 60,white,female,59,2,1
2013001233416,1,35 to 60,white,female,53,2,1
2013001234541,1,35 to 60,white,female,46,2,1
2013001244763,1,35 to 60,white,female,51,2,1
2013001257401,1,35 to 60,white,female,50,2,1
2013001264257,1,35 to 60,white,female,57,2,1
