serialno,sample_geog,age,race,sex,AGEP,SEX,RAC1P
2012001138834,1,above 60,white,female,69,2,1
2012001140764,1,above 60,white,female,71,2,1
2012001148124,1,above 60,white,female,82,2,1
2012001176871,1,above 60,white,female,76,2,1
2012001184341,1,above 60,white,female,84,2,1
2012001191546,1,above 60,white,female,93,2,1
2012001192624,1,above 60,white,female,61,2,1
2012001192980,1,above 60,white,female,62,2,1
2012001195371,1,above 60,white,female,64,2,1
2012001204703,1,above 60,white,female,84,2,1
2012001206984,1,above 60,white,female,66,2,1
2012001212746,1,above 60,white,female,76,2,1
2012001223523,1,above 60,white,female,81,2,1
2012001230256,1,above 60,white,female,63,2,1
2012001238017,1,above 60,white,female,64,2,1
2012001241432,1,above 60,white,female,68,2,1
2012001258753,1,above 60,white,female,63,2,1
2012001263552,1,above 60,white,female,71,2,1
2012001264634,1,above 60,white,female,93,2,1
2012001266647,1,above 60,white,female,75,2,1
2012001267676,1,above 60,white,female,66,2,1
2012001271347,1,above 60,white,female,69,2,1
2012001273219,1,above 60,white,female,74,2,1
2012001283024,1,above 60,white,female,64,2,1
2012001294629,1,above 60,white,female,67,2,1
2012001298169,1,above 60,white,female,87,2,1
2012001305659,1,above 60,white,female,65,2,1
2012001325500,1,above 60,white,female,77,2,1
2012001338583,1,above 60,white,female,71,2,1
2012001342902,1,above 60,white,female,69,2,1
2012001344620,1,above 60,white,female,71,2,1
2012001351796,1,above 60,white,female,79,2,1
2012001365814,1,above 60,white,female,65,2,1
2012001371450,1,above 60,white,female,66,2,1
2012001373767,1,above 60,white,female,71,2,1
2012001379752,1,above 60,white,female,63,2,1
2012001388754,1,above 60,white,female,76,2,1
2012001412355,1,above 60,white,female,66,2,1
2012001413889,1,above 60,white,female,62,2,1
2012001431667,1,above 60,white,female,62,2,1
2012001435199,1,above 60,white,female,83,2,1
2012001452276,1,above 60,white,female,69,2,1
2012001455800,1,above 60,white,female,76,2,1
2012001457553,1,above 60,white,female,69,2,1
2012001484916,1,above 60,white,female,64,2,1
2012001485469,1,above 60,white,female,63,2,1
2013000004270,1,above 60,white,female,67,2,1
2013000004518,1,above 60,white,female,84,2,1
2013000006433,1,above 60,white,female,74,2,1
2013000006778,1,above 60,white,female,82,2,1
2013000014771,1,above 60,white,female,73,2,1
2013000037220,1,above 60,white,female,93,2,1
2013000046126,1,above 60,white,female,80,2,1
2013000056980,1,above 60,white,female,61,2,1
2013000057102,1,above 60,white,female,73,2,1
2013000062196,1,above 60,white,female,77,2,1
2013000079824,1,above 60,white,female,62,2,1
2013000092909,1,above 60,white,female,85,2,1
2013000103912,1,above 60,white,female,68,2,1
2013000105596,1,above 60,white,female,68,2,1
2013000114524,1,above 60,white,female,93,2,1
2013000114524,1,above 60,white,female,68,2,1
2013000115647,1,above 60,white,female,62,2,1
2013000116756,1,above 60,white,female,85,2,1
2013000117271,1,above 60,white,female,75,2,1
2013000119844,1,above 60,white,female,80,2,1
2013000121351,1,above 60,white,female,62,2,1
2013000127271,1,above 60,white,female,80,2,1
2013000164345,1,above 60,white,female,61,2,1
2013000165882,1,above 60,white,female,67,2,1
2013000174379,1,above 60,white,female,83,2,1
2013000174533,1,above 60,white,female,69,2,1
2013000203452,1,above 60,white,female,82,2,1
2013000205261,1,above 60,white,female,71,2,1
2013000207926,1,above 60,white,female,73,2,1
2013000211819,1,above 60,white,female,65,2,1
2013000233430,1,above 60,white,female,63,2,1
2013000238775,1,above 60,white,female,77,2,1
2013000240006,1,above 60,white,female,69,2,1
2013000241257,1,above 60,white,female,81,2,1
2013000241683,1,above 60,white,female,88,2,1
2013000241924,1,above 60,white,female,79,2,1
2013000271077,1,above 60,white,female,72,2,1
2013000278987,1,above 60,white,female,73,2,1
2013000280634,1,above 60,white,female,78,2,1
2013000291151,1,above 60,white,female,75,2,1
2013000292419,1,above 60,white,female,71,2,1
2013000309505,1,above 60,white,female,75,2,1
2013000317381,1,above 60,white,female,65,2,1
2013000322992,1,above 60,white,female,67,2,1
2013000330555,1,above 60,white,female,71,2,1
2013000341295,1,above 60,white,female,64,2,1
2013000351823,1,above 60,white,female,68,2,1
2013000352239,1,above 60,white,female,65,2,1
2013000361518,1,above 60,white,female,80,2,1
2013000380256,1,above 60,white,female,93,2,1
2013000381799,1,above 60,white,female,62,2,1
2013000382022,1,above 60,white,female,70,2,1
2013000382022,1,above 60,white,female,93,2,1
2013000382336,1,above 60,white,female,85,2,1
2013000402122,1,above 60,white,female,68,2,1
2013000407966,1,above 60,white,female,70,2,1
2013000411109,1,above 60,white,female,75,2,1
2013000412343,1,above 60,white,female,70,2,1
2013000448021,1,above 60,white,female,81,2,1
2013000449696,1,above 60,white,female,79,2,1
2013000452041,1,above 60,white,female,77,2,1
2013000458144,1,above 60,white,female,93,2,1
2013000478778,1,above 60,white,female,70,2,1
2013000496446,1,above 60,white,female,63,2,1
2013000497784,1,above 60,white,female,93,2,1
2013000509225,1,above 60,white,female,61,2,1
2013000515533,1,above 60,white,female,63,2,1
2013000518509,1,above 60,white,female,70,2,1
2013000529951,1,above 60,white,female,68,2,1
2013000533292,1,above 60,white,female,61,2,1
2013000540072,1,above 60,white,female,69,2,1
2013000557778,1,above 60,white,female,79,2,1
2013000579626,1,above 60,white,female,63,2,1
2013000584732,1,above 60,white,female,71,2,1
2013000608992,1,above 60,white,female,79,2,1
2013000610216,1,above 60,white,female,75,2,1
2013000613770,1,above 60,white,female,71,2,1
2013000615382,1,above 60,white,female,79,2,1
2013000620703,1,above 60,white,female,69,2,1
2013000624942,1,above 60,white,female,62,2,1
2013000625233,1,above 60,white,female,93,2,1
2013000626624,1,above 60,white,female,70,2,1
2013000638236,1,above 60,white,female,78,2,1
2013000639751,1,above 60,white,female,75,2,1
2013000642901,1,above 60,white,female,82,2,1
2013000647302,1,above 60,white,female,81,2,1
2013000670034,1,above 60,white,female,65,2,1
2013000672088,1,above 60,white,female,63,2,1
2013000674428,1,above 60,white,female,65,2,1
2013000688302,1,above 60,white,female,87,2,1
2013000691086,1,above 60,white,female,62,2,1
2013000699034,1,above 60,white,female,85,2,1
2013000700399,1,above 60,white,female,70,2,1
2013000714004,1,above 60,white,female,68,2,1
2013000722617,1,above 60,white,female,70,2,1
2013000723962,1,above 60,white,female,61,2,1
2013000725467,1,above 60,white,female,70,2,1
2013000748637,1,above 60,white,female,83,2,1
2013000761728,1,above 60,white,female,93,2,1
2013000771184,1,above 60,white,female,70,2,1
2013000773549,1,above 60,white,female,73,2,1
2013000788457,1,above 60,white,female,73,2,1
2013000803359,1,above 60,white,female,75,2,1
2013000803597,1,above 60,white,female,77,2,1
2013000810843,1,above 60,white,female,85,2,1
2013000811639,1,above 60,white,female,87,2,1
2013000819532,1,above 60,white,female,93,2,1
2013000823343,1,above 60,white,female,73,2,1
2013000826557,1,above 60,white,female,79,2,1
2013000827264,1,above 60,white,female,66,2,1
2013000828590,1,above 60,white,female,68,2,1
2013000832973,1,above 60,white,female,68,2,1
2013000833069,1,above 60,white,female,73,2,1
2013000840549,1,above 60,white,female,83,2,1
2013000842056,1,above 60,white,female,71,2,1
2013000842628,1,above 60,white,female,69,2,1
2013000842809,1,above 60,white,female,69,2,1
2013000845210,1,above 60,white,female,66,2,1
2013000846784,1,above 60,white,female,78,2,1
2013000864540,1,above 60,white,female,82,2,1
2013000885686,1,above 60,white,female,62,2,1
2013000890559,1,above 60,white,female,67,2,1
2013000893356,1,above 60,white,female,76,2,1
2013000899402,1,above 60,white,female,75,2,1
2013000900870,1,above 60,white,female,71,2,1
2013000903621,1,above 60,white,female,71,2,1
2013000940004,1,above 60,white,female,66,2,1
2013000940389,1,above 60,white,female,66,2,1
2013000944569,1,above 60,white,female,62,2,1
2013000976957,1,above 60,white,female,90,2,1
2013000994669,1,above 60,white,female,66,2,1
2013000995707,1,above 60,white,female,65,2,1
2013001003699,1,above 60,white,female,70,2,1
2013001011376,1,above 60,white,female,67,2,1
2013001011767,1,above 60,white,female,87,2,1
2013001035694,1,above 60,white,female,80,2,1
2013001045168,1,above 60,white,female,62,2,1
2013001045359,1,above 60,white,female,71,2,1
2013001062148,1,above 60,white,female,62,2,1
2013001078741,1,above 60,white,female,78,2,1
2013001079368,1,above 60,white,female,69,2,1
2013001089283,1,above 60,white,female,74,2,1
2013001103944,1,above 60,white,female,76,2,1
2013001114766,1,above 60,white,female,83,2,1
2013001117895,1,above 60,white,female,85,2,1
2013001121532,1,above 60,white,female,67,2,1
2013001130045,1,above 60,white,female,65,2,1
2013001130045,1,above 60,white,female,93,2,1
2013001132731,1,above 60,white,female,77,2,1
2013001149660,1,above 60,white,female,81,2,1
2013001159920,1,above 60,white,female,74,2,1
2013001164201,1,above 60,white,female,82,2,1
2013001167324,1,above 60,white,female,81,2,1
2013001174150,1,above 60,white,female,69,2,1
2013001175984,1,above 60,white,female,76,2,1
2013001178397,1,above 60,white,female,61,2,1
2013001182599,1,above 60,white,female,62,2,1
2013001186054,1,above 60,white,female,81,2,1
2013001193981,1,above 60,white,female,76,2,1
2013001195013,1,above 60,white,female,62,2,1
2013001217469,1,above 60,white,female,78,2,1
2013001218551,1,above 60,white,female,73,2,1
2013001226267,1,above 60,white,female,64,2,1
2013001228355,1,above 60,white,female,66,2,1
2013001232525,1,above 60,white,female,71,2,1
2013001252529,1,above 60,white,female,61,2,1
2013001256798,1,above 60,white,female,61,2,1
2013001266216,1,above 60,white,female,79,2,1
2013001269851,1,above 60,white,female,63,2,1
2013001270414,1,above 60,white,female,68,2,1
2013001273608,1,above 60,white,female,81,2,1
2013001281476,1,above 60,white,female,67,2,1
2013001285958,1,above 60,white,female,71,2,1
2013001307027,1,above 60,white,female,63,2,1
2013001309307,1,above 60,white,female,66,2,1
2013001313918,1,above 60,white,female,83,2,1
2013001322952,1,above 60,white,female,62,2,1
2013001340629,1,above 60,white,female,82,2,1
2013001341048,1,above 60,white,female,68,2,1
2013001347175,1,above 60,white,female,64,2,1
2013001350246,1,above 60,white,female,73,2,1
2013001357543,1,above 60,white,female,61,2,1
2013001361748,1,above 60,white,female,66,2,1
2013001367242,1,above 60,white,female,70,2,1
2013001368472,1,above 60,white,female,62,2,1
2013001385535,1,above 60,white,female,61,2,1
2013001395128,1,above 60,white,female,93,2,1
2013001397319,1,above 60,white,female,77,2,1
2013001414198,1,above 60,white,female,61,2,1
2013001416036,1,above 60,white,female,65,2,1
2013001417018,1,above 60,white,female,67,2,1
2013001451431,1,above 60,white,female,93,2,1
2013001459913,1,above 60,white,female,86,2,1
2013001475652,1,above 60,white,female,62,2,1
2009000012052,1,above 60,white,female,72,2,1
2009000016069,1,above 60,white,female,85,2,1
2009000019709,1,above 60,white,female,70,2,1
2009000020520,1,above 60,white,female,80,2,1
2009000037830,1,above 60,white,female,67,2,1
2009000040094,1,above 60,white,female,61,2,1
2009000041850,1,above 60,white,female,64,2,1
2009000046809,1,above 60,white,female,63,2,1
2009000051538,1,above 60,white,female,68,2,1
2009000054094,1,above 60,white,female,64,2,1
2009000075094,1,above 60,white,female,65,2,1
2009000096762,1,above 60,white,female,78,2,1
2009000104453,1,above 60,white,female,74,2,1
2009000115223,1,above 60,white,female,70,2,1
2009000122087,1,above 60,white,female,73,2,1
2009000125923,1,above 60,white,female,93,2,1
2009000134007,1,above 60,white,female,80,2,1
2009000143715,1,above 60,white,female,65,2,1
2009000150840,1,above 60,white,female,66,2,1
2009000158338,1,above 60,white,female,72,2,1
2009000162390,1,above 60,white,female,82,2,1
2009000171405,1,above 60,white,female,81,2,1
2009000178649,1,above 60,white,female,61,2,1
2009000195818,1,above 60,white,female,68,2,1
2009000199756,1,above 60,white,female,79,2,1
2009000202627,1,above 60,white,female,84,2,1
2009000205662,1,above 60,white,female,79,2,1
2009000211491,1,above 60,white,female,63,2,1
2009000214335,1,above 60,white,female,71,2,1
2009000224514,1,above 60,white,female,87,2,1
2009000228293,1,above 60,white,female,70,2,1
2009000228979,1,above 60,white,female,71,2,1
2009000244829,1,above 60,white,female,69,2,1
2009000247334,1,above 60,white,female,64,2,1
2009000256992,1,above 60,white,female,81,2,1
2009000257831,1,above 60,white,female,64,2,1
2009000262740,1,above 60,white,female,85,2,1
2009000267579,1,above 60,white,female,67,2,1
2009000279912,1,above 60,white,female,65,2,1
2009000286254,1,above 60,white,female,69,2,1
2009000291832,1,above 60,white,female,75,2,1
2009000302251,1,above 60,white,female,65,2,1
2009000305120,1,above 60,white,female,66,2,1
2009000314815,1,above 60,white,female,66,2,1
2009000315155,1,above 60,white,female,77,2,1
2009000319959,1,above 60,white,female,69,2,1
2009000327449,1,above 60,white,female,73,2,1
2009000335858,1,above 60,white,female,93,2,1
2009000335993,1,above 60,white,female,80,2,1
2009000340097,1,above 60,white,female,75,2,1
2009000343651,1,above 60,white,female,62,2,1
2009000350169,1,above 60,white,female,61,2,1
2009000355818,1,above 60,white,female,76,2,1
2009000363387,1,above 60,white,female,64,2,1
2009000377827,1,above 60,white,female,70,2,1
2009000383413,1,above 60,white,female,71,2,1
2009000400128,1,above 60,white,female,73,2,1
2009000429679,1,above 60,white,female,71,2,1
2009000429683,1,above 60,white,female,68,2,1
2009000437913,1,above 60,white,female,80,2,1
2009000438265,1,above 60,white,female,66,2,1
2009000440411,1,above 60,white,female,62,2,1
2009000452281,1,above 60,white,female,71,2,1
2009000453303,1,above 60,white,female,63,2,1
2009000453680,1,above 60,white,female,62,2,1
2009000453680,1,above 60,white,female,88,2,1
2009000455921,1,above 60,white,female,61,2,1
2009000456860,1,above 60,white,female,69,2,1
2009000457532,1,above 60,white,female,70,2,1
2009000464880,1,above 60,white,female,75,2,1
2009000465330,1,above 60,white,female,93,2,1
2009000469934,1,above 60,white,female,75,2,1
2009000480146,1,above 60,white,female,87,2,1
2009000482509,1,above 60,white,female,77,2,1
2009000483708,1,above 60,white,female,68,2,1
2009000484783,1,above 60,white,female,66,2,1
2009000486604,1,above 60,white,female,71,2,1
2009000487004,1,above 60,white,female,65,2,1
2009000490500,1,above 60,white,female,83,2,1
2009000491454,1,above 60,white,female,74,2,1
2009000493398,1,above 60,white,female,61,2,1
2009000494815,1,above 60,white,female,75,2,1
2009000496738,1,above 60,white,female,86,2,1
2009000498864,1,above 60,white,female,75,2,1
2009000500287,1,above 60,white,female,70,2,1
2009000510457,1,above 60,white,female,67,2,1
2009000516789,1,above 60,white,female,66,2,1
2009000516789,1,above 60,white,female,93,2,1
2009000520687,1,above 60,white,female,87,2,1
2009000524948,1,above 60,white,female,69,2,1
2009000525867,1,above 60,white,female,63,2,1
2009000539051,1,above 60,white,female,80,2,1
2009000557822,1,above 60,white,female,63,2,1
2009000572813,1,above 60,white,female,70,2,1
2009000588017,1,above 60,white,female,69,2,1
2009000593787,1,above 60,white,female,61,2,1
2009000604731,1,above 60,white,female,78,2,1
2009000633790,1,above 60,white,female,84,2,1
2009000636645,1,above 60,white,female,93,2,1
2009000636645,1,above 60,white,female,64,2,1
2009000654241,1,above 60,white,female,69,2,1
2009000663948,1,above 60,white,female,79,2,1
2009000672387,1,above 60,white,female,80,2,1
2009000682566,1,above 60,white,female,61,2,1
2009000692179,1,above 60,white,female,85,2,1
2009000703941,1,above 60,white,female,70,2,1
2009000708539,1,above 60,white,female,80,2,1
2009000711614,1,above 60,white,female,65,2,1
2009000716334,1,above 60,white,female,62,2,1
2009000719566,1,above 60,white,female,71,2,1
2009000736295,1,above 60,white,female,75,2,1
2009000747521,1,above 60,white,female,71,2,1
2009000748972,1,above 60,white,female,61,2,1
2009000754247,1,above 60,white,female,67,2,1
2009000757002,1,above 60,white,female,79,2,1
2009000760130,1,above 60,white,female,61,2,1
2009000780964,1,above 60,white,female,83,2,1
2009000781971,1,above 60,white,female,68,2,1
2009000784351,1,above 60,white,female,66,2,1
2009000792821,1,above 60,white,female,85,2,1
2009000802208,1,above 60,white,female,61,2,1
2009000802359,1,above 60,white,female,72,2,1
2009000821411,1,above 60,white,female,78,2,1
2009000821570,1,above 60,white,female,68,2,1
2009000827720,1,above 60,white,female,69,2,1
2009000831145,1,above 60,white,female,74,2,1
2009000833729,1,above 60,white,female,66,2,1
2009000834737,1,above 60,white,female,82,2,1
2009000837879,1,above 60,white,female,65,2,1
2009000837879,1,above 60,white,female,87,2,1
2009000838615,1,above 60,white,female,66,2,1
2009000838682,1,above 60,white,female,75,2,1
2009000841927,1,above 60,white,female,66,2,1
2009000862200,1,above 60,white,female,64,2,1
2009000870265,1,above 60,white,female,69,2,1
2009000872816,1,above 60,white,female,70,2,1
2009000874893,1,above 60,white,female,75,2,1
2009000874893,1,above 60,white,female,93,2,1
2009000884794,1,above 60,white,female,74,2,1
2009000890994,1,above 60,white,female,73,2,1
2009000897117,1,above 60,white,female,86,2,1
2009000901642,1,above 60,white,female,65,2,1
2009000902925,1,above 60,white,female,84,2,1
2009000909073,1,above 60,white,female,73,2,1
2009000912581,1,above 60,white,female,68,2,1
2009000923496,1,above 60,white,female,66,2,1
2009000927699,1,above 60,white,female,67,2,1
2009000930256,1,above 60,white,female,75,2,1
2009000932165,1,above 60,white,female,71,2,1
2009000954089,1,above 60,white,female,65,2,1
2009000957140,1,above 60,white,female,72,2,1
2009000959674,1,above 60,white,female,67,2,1
2009000962647,1,above 60,white,female,61,2,1
2009000965425,1,above 60,white,female,72,2,1
2009000965767,1,above 60,white,female,62,2,1
2009000970446,1,above 60,white,female,76,2,1
2009000974936,1,above 60,white,female,61,2,1
2009000988270,1,above 60,white,female,67,2,1
2009000989037,1,above 60,white,female,87,2,1
2009000995804,1,above 60,white,female,64,2,1
2009000999104,1,above 60,white,female,79,2,1
2009001011083,1,above 60,white,female,77,2,1
2009001014156,1,above 60,white,female,66,2,1
2009001028004,1,above 60,white,female,89,2,1
2009001034036,1,above 60,white,female,62,2,1
2009001049697,1,above 60,white,female,65,2,1
2009001062486,1,above 60,white,female,69,2,1
2009001064332,1,above 60,white,female,84,2,1
2009001065340,1,above 60,white,female,66,2,1
2009001071740,1,above 60,white,female,93,2,1
2009001072207,1,above 60,white,female,72,2,1
2009001072207,1,above 60,white,female,83,2,1
2009001075659,1,above 60,white,female,62,2,1
2009001083462,1,above 60,white,female,88,2,1
2009001109311,1,above 60,white,female,70,2,1
2009001119196,1,above 60,white,female,67,2,1
2009001125153,1,above 60,white,female,88,2,1
2009001136622,1,above 60,white,female,75,2,1
2009001138341,1,above 60,white,female,61,2,1
2009001143568,1,above 60,white,female,93,2,1
2009001144172,1,above 60,white,female,83,2,1
2009001150154,1,above 60,white,female,62,2,1
2009001162303,1,above 60,white,female,78,2,1
2009001166360,1,above 60,white,female,89,2,1
2009001168847,1,above 60,white,female,83,2,1
2009001171091,1,above 60,white,female,76,2,1
2009001187956,1,above 60,white,female,81,2,1
2009001189157,1,above 60,white,female,89,2,1
2009001205135,1,above 60,white,female,65,2,1
2009001213397,1,above 60,white,female,66,2,1
2009001229405,1,above 60,white,female,77,2,1
2009001231981,1,above 60,white,female,63,2,1
2009001235720,1,above 60,white,female,83,2,1
2009001238659,1,above 60,white,female,65,2,1
2009001247679,1,above 60,white,female,87,2,1
2009001253781,1,above 60,white,female,93,2,1
2009001254852,1,above 60,white,female,70,2,1
2009001262998,1,above 60,white,female,67,2,1
2009001268430,1,above 60,white,female,73,2,1
2009001279682,1,above 60,white,female,67,2,1
2009001287119,1,above 60,white,female,62,2,1
2009001289628,1,above 60,white,female,62,2,1
2009001297391,1,above 60,white,female,63,2,1
2009001299368,1,above 60,white,female,70,2,1
2009001302709,1,above 60,white,female,81,2,1
2009001302776,1,above 60,white,female,66,2,1
2009001305343,1,above 60,white,female,78,2,1
2009001305343,1,above 60,white,female,74,2,1
2009001325845,1,above 60,white,female,87,2,1
2009001330468,1,above 60,white,female,65,2,1
2009001339055,1,above 60,white,female,75,2,1
2009001348436,1,above 60,white,female,67,2,1
2009001348963,1,above 60,white,female,70,2,1
2009001368000,1,above 60,white,female,85,2,1
2009001368019,1,above 60,white,female,82,2,1
2010000002830,1,above 60,white,female,70,2,1
2010000003180,1,above 60,white,female,62,2,1
2010000009187,1,above 60,white,female,67,2,1
2010000018506,1,above 60,white,female,75,2,1
2010000025950,1,above 60,white,female,79,2,1
2010000026613,1,above 60,white,female,74,2,1
2010000030668,1,above 60,white,female,66,2,1
2010000049282,1,above 60,white,female,77,2,1
2010000057033,1,above 60,white,female,72,2,1
2010000068740,1,above 60,white,female,76,2,1
2010000070425,1,above 60,white,female,69,2,1
2010000074272,1,above 60,white,female,81,2,1
2010000078190,1,above 60,white,female,94,2,1
2010000081103,1,above 60,white,female,70,2,1
2010000084207,1,above 60,white,female,77,2,1
2010000091547,1,above 60,white,female,67,2,1
2010000094859,1,above 60,white,female,75,2,1
2010000099021,1,above 60,white,female,64,2,1
2010000106348,1,above 60,white,female,65,2,1
2010000110023,1,above 60,white,female,89,2,1
2010000115228,1,above 60,white,female,80,2,1
2010000121585,1,above 60,white,female,64,2,1
2010000133953,1,above 60,white,female,78,2,1
2010000139639,1,above 60,white,female,64,2,1
2010000157469,1,above 60,white,female,76,2,1
2010000164641,1,above 60,white,female,71,2,1
2010000165407,1,above 60,white,female,66,2,1
2010000167085,1,above 60,white,female,94,2,1
2010000168110,1,above 60,white,female,66,2,1
2010000170923,1,above 60,white,female,70,2,1
2010000179880,1,above 60,white,female,77,2,1
2010000187219,1,above 60,white,female,75,2,1
2010000195733,1,above 60,white,female,64,2,1
2010000195733,1,above 60,white,female,71,2,1
2010000200005,1,above 60,white,female,72,2,1
2010000200489,1,above 60,white,female,86,2,1
2010000205353,1,above 60,white,female,61,2,1
2010000211215,1,above 60,white,female,64,2,1
2010000214855,1,above 60,white,female,65,2,1
2010000220736,1,above 60,white,female,63,2,1
2010000228100,1,above 60,white,female,61,2,1
2010000232721,1,above 60,white,female,69,2,1
2010000277104,1,above 60,white,female,64,2,1
2010000279955,1,above 60,white,female,70,2,1
2010000286861,1,above 60,white,female,66,2,1
2010000293814,1,above 60,white,female,72,2,1
2010000307054,1,above 60,white,female,79,2,1
2010000310977,1,above 60,white,female,64,2,1
2010000316607,1,above 60,white,female,79,2,1
2010000317610,1,above 60,white,female,66,2,1
2010000319754,1,above 60,white,female,62,2,1
2010000319901,1,above 60,white,female,70,2,1
2010000339636,1,above 60,white,female,66,2,1
2010000339756,1,above 60,white,female,73,2,1
2010000340786,1,above 60,white,female,73,2,1
2010000343823,1,above 60,white,female,75,2,1
2010000347241,1,above 60,white,female,67,2,1
2010000356215,1,above 60,white,female,67,2,1
2010000366129,1,above 60,white,female,73,2,1
2010000366143,1,above 60,white,female,66,2,1
2010000392045,1,above 60,white,female,72,2,1
2010000399572,1,above 60,white,female,77,2,1
2010000399751,1,above 60,white,female,70,2,1
2010000416294,1,above 60,white,female,63,2,1
2010000417266,1,above 60,white,female,73,2,1
2010000420625,1,above 60,white,female,71,2,1
2010000425753,1,above 60,white,female,73,2,1
2010000433846,1,above 60,white,female,80,2,1
2010000435058,1,above 60,white,female,68,2,1
2010000437248,1,above 60,white,female,62,2,1
2010000437625,1,above 60,white,female,62,2,1
2010000448031,1,above 60,white,female,70,2,1
2010000451051,1,above 60,white,female,78,2,1
2010000468500,1,above 60,white,female,65,2,1
2010000474611,1,above 60,white,female,64,2,1
2010000480147,1,above 60,white,female,63,2,1
2010000483259,1,above 60,white,female,69,2,1
2010000487336,1,above 60,white,female,62,2,1
2010000492060,1,above 60,white,female,62,2,1
2010000502709,1,above 60,white,female,61,2,1
2010000510508,1,above 60,white,female,61,2,1
2010000514225,1,above 60,white,female,62,2,1
2010000515792,1,above 60,white,female,75,2,1
2010000516940,1,above 60,white,female,63,2,1
2010000521366,1,above 60,white,female,63,2,1
2010000527093,1,above 60,white,female,77,2,1
2010000532813,1,above 60,white,female,65,2,1
2010000535539,1,above 60,white,female,74,2,1
2010000557649,1,above 60,white,female,86,2,1
2010000574185,1,above 60,white,female,68,2,1
2010000574985,1,above 60,white,female,63,2,1
2010000575137,1,above 60,white,female,76,2,1
2010000578888,1,above 60,white,female,66,2,1
2010000586488,1,above 60,white,female,73,2,1
2010000613164,1,above 60,white,female,74,2,1
2010000616735,1,above 60,white,female,85,2,1
2010000617171,1,above 60,white,female,85,2,1
2010000621412,1,above 60,white,female,94,2,1
2010000623375,1,above 60,white,female,84,2,1
2010000624571,1,above 60,white,female,65,2,1
2010000626813,1,above 60,white,female,66,2,1
2010000634947,1,above 60,white,female,72,2,1
2010000642472,1,above 60,white,female,83,2,1
2010000642648,1,above 60,white,female,73,2,1
2010000662004,1,above 60,white,female,90,2,1
2010000665932,1,above 60,white,female,85,2,1
2010000669627,1,above 60,white,female,77,2,1
2010000672204,1,above 60,white,female,63,2,1
2010000677822,1,above 60,white,female,72,2,1
2010000683012,1,above 60,white,female,69,2,1
2010000684054,1,above 60,white,female,73,2,1
2010000689544,1,above 60,white,female,75,2,1
2010000691725,1,above 60,white,female,67,2,1
2010000692034,1,above 60,white,female,81,2,1
2010000692942,1,above 60,white,female,71,2,1
2010000695464,1,above 60,white,female,83,2,1
2010000696457,1,above 60,white,female,77,2,1
2010000709282,1,above 60,white,female,69,2,1
2010000710163,1,above 60,white,female,70,2,1
2010000710563,1,above 60,white,female,81,2,1
2010000714497,1,above 60,white,female,73,2,1
2010000724174,1,above 60,white,female,70,2,1
2010000729949,1,above 60,white,female,76,2,1
2010000737606,1,above 60,white,female,64,2,1
2010000743883,1,above 60,white,female,63,2,1
2010000750675,1,above 60,white,female,66,2,1
2010000751626,1,above 60,white,female,76,2,1
2010000756010,1,above 60,white,female,63,2,1
2010000770010,1,above 60,white,female,64,2,1
2010000773907,1,above 60,white,female,69,2,1
2010000779178,1,above 60,white,female,70,2,1
2010000782265,1,above 60,white,female,64,2,1
2010000787744,1,above 60,white,female,62,2,1
2010000788249,1,above 60,white,female,69,2,1
2010000805975,1,above 60,white,female,67,2,1
2010000811904,1,above 60,white,female,66,2,1
2010000815435,1,above 60,white,female,67,2,1
2010000819412,1,above 60,white,female,94,2,1
2010000823401,1,above 60,white,female,71,2,1
2010000837223,1,above 60,white,female,66,2,1
2010000838565,1,above 60,white,female,67,2,1
2010000846374,1,above 60,white,female,68,2,1
2010000849456,1,above 60,white,female,82,2,1
2010000860452,1,above 60,white,female,75,2,1
2010000860819,1,above 60,white,female,73,2,1
2010000864594,1,above 60,white,female,74,2,1
2010000865009,1,above 60,white,female,80,2,1
2010000865827,1,above 60,white,female,76,2,1
2010000868835,1,above 60,white,female,64,2,1
2010000871147,1,above 60,white,female,82,2,1
2010000882940,1,above 60,white,female,69,2,1
2010000892764,1,above 60,white,female,77,2,1
2010000892860,1,above 60,white,female,71,2,1
2010000893544,1,above 60,white,female,70,2,1
2010000894557,1,above 60,white,female,61,2,1
2010000895274,1,above 60,white,female,76,2,1
2010000900012,1,above 60,white,female,94,2,1
2010000904135,1,above 60,white,female,71,2,1
2010000904447,1,above 60,white,female,70,2,1
2010000910417,1,above 60,white,female,66,2,1
2010000916053,1,above 60,white,female,64,2,1
2010000928907,1,above 60,white,female,71,2,1
2010000936278,1,above 60,white,female,87,2,1
2010000938624,1,above 60,white,female,85,2,1
2010000951539,1,above 60,white,female,74,2,1
2010000959244,1,above 60,white,female,84,2,1
2010000963825,1,above 60,white,female,68,2,1
2010000971921,1,above 60,white,female,88,2,1
2010000998304,1,above 60,white,female,73,2,1
2010001005486,1,above 60,white,female,73,2,1
2010001005870,1,above 60,white,female,63,2,1
2010001012718,1,above 60,white,female,78,2,1
2010001015611,1,above 60,white,female,72,2,1
2010001016983,1,above 60,white,female,71,2,1
2010001035311,1,above 60,white,female,62,2,1
2010001054857,1,above 60,white,female,68,2,1
2010001058291,1,above 60,white,female,90,2,1
2010001061947,1,above 60,white,female,63,2,1
2010001080749,1,above 60,white,female,77,2,1
